Criteria ID,City
9028805,"Denver, CO"
9028781,"Denver, CO"
9028794,"Denver, CO"
9028768,"Denver, CO"
9029970,"Phoenix, AZ"
9028801,"Denver, CO"
9028775,"Denver, CO"
9028816,"Denver, CO"
9029750,"Riverton, UT"
9030049,"Chandler, AZ"
9032063,"Oakland, CA"
9027194,"Arlington, TX"
9030978,"Vernon, CA"
9033333,"Shoreline, WA"
9031053,"Whittier, CA"
9015307,"Cleveland, OH"
9012132,"Saint Petersburg, FL"
9026797,"Allen, TX"
9030980,"Los Angeles, CA"
9031532,"Irvine, CA"
9027196,"Arlington, TX"
9031550,"Newport Beach, CA"
9029758,"Salt Lake City, UT"
9032068,"Oakland, CA"
9003631,"Dumont, NJ"
9026945,"Dallas, TX"
9014872,"Dublin, OH"
9033479,"Tacoma, WA"
9026808,"Frisco, TX"
9027257,"Fort Worth, TX"
9012097,"Tampa, FL"
9031239,"Diamond Bar, CA"
9031225,"La Puente, CA"
9014938,"Lockbourne, OH"
9014982,"Columbus, OH"
9031017,"Lynwood, CA"
9031104,"Arcadia, CA"
9031279,"Spring Valley, CA"
9031933,"San Bruno, CA"
9014961,"Columbus, OH"
9009669,"Cary, NC"
9031254,"West Covina, CA"
9032028,"Pinole, CA"
9007269,"Sharon Hill, PA"
9027274,"Fort Worth, TX"
9026825,"Irving, TX"
9032029,"Pittsburg, CA"
9033430,"Gig Harbor, WA"
9026809,"Irving, TX"
9032056,"Walnut Creek, CA"
9032002,"Antioch, CA"
9031084,"Carson, CA"
9031032,"Inglewood, CA"
9031027,"South Gate, CA"
9033275,"Kent, WA"
9027251,"Fort Worth, TX"
9031263,"Chula Vista, CA"
9031956,"San Francisco, CA"
9033250,"Auburn, WA"
9033290,"Renton, WA"
9031252,"West Covina, CA"
9031163,"Sylmar, CA"
9033346,"Everett, WA"
9014973,"Columbus, OH"
9014929,"Galloway, OH"
9004042,"Branchburg, NJ"
9031545,"Laguna Niguel, CA"
9007286,"Philadelphia, PA"
9026792,"Allen, TX"
9031537,"Costa Mesa, CA"
9031050,"Whittier, CA"
9031083,"Carson, CA"
9033293,"Renton, WA"
9032047,"Union City, CA"
9031149,"Encino, CA"
9031219,"El Monte, CA"
9031009,"Gardena, CA"
9027246,"Southlake, TX"
9026906,"Dallas, TX"
9030939,"Los Angeles, CA"
9033276,"Kirkland, WA"
9033294,"Renton, WA"
9032020,"Fremont, CA"
9031106,"Monrovia, CA"
9031562,"Rancho Santa Margarita, CA"
9031002,"Compton, CA"
9030928,"Los Angeles, CA"
9031508,"Murrieta, CA"
9031062,"Norwalk, CA"
9031981,"Danville, CA"
9029745,"West Jordan, UT"
9031594,"Garden Grove, CA"
9004024,"Metuchen, NJ"
9003781,"Blackwood, NJ"
9007233,"Drexel Hill, PA"
9031038,"Santa Monica, CA"
9030971,"West Hollywood, CA"
9026835,"Plano, TX"
9027262,"Haltom City, TX"
9031187,"Van Nuys, CA"
9014981,"Columbus, OH"
9031142,"Agoura Hills, CA"
9015253,"Chagrin Falls, OH"
9026832,"Mckinney, TX"
9026824,"Irving, TX"
9033428,"Gig Harbor, WA"
9027229,"Kennedale, TX"
9027200,"Arlington, TX"
9026819,"Grand Prairie, TX"
9031052,"Whittier, CA"
9012096,"Tampa, FL"
9031202,"North Hollywood, CA"
9031006,"Downey, CA"
9016241,"Goshen, IN"
9027266,"Fort Worth, TX"
9032012,"Hayward, CA"
9009729,"Raleigh, NC"
9030942,"Los Angeles, CA"
9014986,"Columbus, OH"
9031580,"Anaheim, CA"
9030943,"Los Angeles, CA"
9026904,"Dallas, TX"
9031528,"Irvine, CA"
9026861,"Desoto, TX"
9009703,"Morrisville, NC"
9027283,"Fort Worth, TX"
9031061,"Montebello, CA"
9031938,"San Francisco, CA"
9027275,"Fort Worth, TX"
9030997,"Beverly Hills, CA"
9032064,"Emeryville, CA"
9033501,"Tacoma, WA"
9031151,"Newhall, CA"
9029744,"Bountiful, UT"
9030946,"Los Angeles, CA"
9005104,"Jamesville, NY"
9032077,"Berkeley, CA"
9032011,"Hayward, CA"
9032084,"Richmond, CA"
9014904,"Reynoldsburg, OH"
9027276,"Fort Worth, TX"
9033258,"Black Diamond, WA"
9027317,"Roanoke, TX"
9031189,"Sherman Oaks, CA"
9033351,"Everett, WA"
9026829,"Lewisville, TX"
9033336,"Burien, WA"
9012141,"Clearwater, FL"
9014900,"Plain City, OH"
9031486,"Riverside, CA"
9014968,"Columbus, OH"
9014988,"Columbus, OH"
9027192,"Aledo, TX"
9033338,"Seattle, WA"
9033251,"Auburn, WA"
9033288,"Redmond, WA"
9026834,"Plano, TX"
9031488,"Riverside, CA"
9012372,"New Port Richey, FL"
9014899,"Pataskala, OH"
9014913,"Westerville, OH"
9026793,"Carrollton, TX"
9033394,"Everett, WA"
9007320,"Philadelphia, PA"
9012138,"Clearwater, FL"
9032009,"Hayward, CA"
9032014,"Hercules, CA"
9033495,"Tacoma, WA"
9009741,"Raleigh, NC"
9027265,"Fort Worth, TX"
9031941,"San Francisco, CA"
9012142,"Clearwater, FL"
9033307,"Seattle, WA"
9026804,"Plano, TX"
9027225,"Hurst, TX"
9027224,"Hurst, TX"
9032061,"Oakland, CA"
9033497,"Tacoma, WA"
9023243,"Kansas City, MO"
9033318,"Seattle, WA"
9033305,"Seattle, WA"
9027198,"Arlington, TX"
9012113,"Tampa, FL"
9027307,"Keller, TX"
9032088,"San Pablo, CA"
9014985,"Columbus, OH"
9003545,"Belleville, NJ"
9031995,"Concord, CA"
9026952,"Dallas, TX"
9014895,"Newark, OH"
9014972,"Columbus, OH"
9014974,"Columbus, OH"
9003918,"Vineland, NJ"
9026827,"Irving, TX"
9026954,"Dallas, TX"
9032086,"Richmond, CA"
9014983,"Columbus, OH"
9007322,"Philadelphia, PA"
9009660,"Benson, NC"
9027213,"Crowley, TX"
9027258,"Fort Worth, TX"
9026543,"Tulsa, OK"
9026903,"Dallas, TX"
9010776,"Snellville, GA"
9026815,"Garland, TX"
9012087,"Seffner, FL"
9029770,"West Valley City, UT"
9029717,"Orem, UT"
9028754,"Littleton, CO"
9028755,"Highlands Ranch, CO"
9028860,"Golden, CO"
9028778,"Denver, CO"
9028828,"Black Hawk, CO"
9028742,"Englewood, CO"
9032430,"Davis, CA"
9032432,"Davis, CA"
9031204,"North Hollywood, CA"
9023859,"Olathe, KS"
9012145,"Clearwater, FL"
9029858,"Provo, UT"
9029705,"Lehi, UT"
9029827,"Ogden, UT"
9029676,"Bountiful, UT"
9029892,"Spanish Fork, UT"
9029857,"Provo, UT"
9029749,"South Jordan, UT"
9029766,"South Salt Lake, UT"
9029757,"Salt Lake City, UT"
9029771,"West Valley City, UT"
9029733,"Tooele, UT"
9029769,"Taylorsville, UT"
9029710,"Midway, UT"
9029699,"Kaysville, UT"
9029746,"Alta, UT"
9010869,"Woodstock, GA"
9010961,"Atlanta, GA"
9029752,"Park City, UT"
9029718,"Orem, UT"
9029754,"Salt Lake City, UT"
9029825,"Ogden, UT"
9029741,"West Jordan, UT"
9029767,"Salt Lake City, UT"
9030088,"Tempe, AZ"
9010916,"Union City, GA"
9010839,"Douglasville, GA"
9028223,"Buda, TX"
9010904,"Peachtree City, GA"
9010753,"Alpharetta, GA"
9031051,"Whittier, CA"
9031116,"Pasadena, CA"
9015306,"Lakewood, OH"
9031224,"Glendora, CA"
9031217,"Rancho Cucamonga, CA"
9030927,"Los Angeles, CA"
9026270,"Oklahoma City, OK"
9032054,"Walnut Creek, CA"
9031240,"Pomona, CA"
9033342,"Seatac, WA"
9031118,"Pasadena, CA"
9032059,"Oakland, CA"
9031526,"Irvine, CA"
9032062,"Oakland, CA"
9015320,"Cleveland, OH"
9031221,"Rancho Cucamonga, CA"
9012388,"Tarpon Springs, FL"
9031055,"Buena Park, CA"
9033485,"Tacoma, WA"
9015310,"Cleveland, OH"
9015297,"Willoughby, OH"
9027263,"North Richland Hills, TX"
9033259,"Bothell, WA"
9012101,"Tampa, FL"
9012150,"Seminole, FL"
9027273,"Fort Worth, TX"
9030974,"Los Angeles, CA"
9032074,"Berkeley, CA"
9031943,"San Francisco, CA"
9031978,"Alameda, CA"
9031600,"Orange, CA"
9014861,"Blacklick, OH"
9026286,"Oklahoma City, OK"
9012098,"Tampa, FL"
9032905,"Hillsboro, OR"
9008270,"Stephens City, VA"
9012970,"Theodore, AL"
9031119,"Pasadena, CA"
9016255,"Mishawaka, IN"
9026920,"Dallas, TX"
9026869,"Lancaster, TX"
9032032,"Dublin, CA"
9032827,"Beaverton, OR"
9032828,"Beaverton, OR"
9031343,"San Diego, CA"
9032966,"Salem, OR"
9031327,"San Diego, CA"
9026183,"Choctaw, OK"
9031340,"San Diego, CA"
9032021,"Moraga, CA"
9033337,"Seatac, WA"
9028263,"Pflugerville, TX"
9010207,"Statesville, NC"
9015313,"Cleveland, OH"
9031331,"San Diego, CA"
9015337,"Olmsted Falls, OH"
9032963,"Salem, OR"
9026910,"Dallas, TX"
9032024,"Newark, CA"
9026253,"Oklahoma City, OK"
9027250,"Fort Worth, TX"
9033488,"Tacoma, WA"
9026175,"Edmond, OK"
9026244,"Oklahoma City, OK"
9009954,"Salisbury, NC"
9028054,"San Antonio, TX"
9013525,"Memphis, TN"
9026218,"Mustang, OK"
9015746,"Bellbrook, OH"
9031984,"Antioch, CA"
9031121,"San Marino, CA"
9003817,"Moorestown, NJ"
9028063,"San Antonio, TX"
9015130,"Zanesville, OH"
9026850,"Wylie, TX"
9032948,"Portland, OR"
9015327,"Cleveland, OH"
9032880,"Woodburn, OR"
9026243,"Yukon, OK"
9027204,"Azle, TX"
9031574,"Tustin, CA"
9031598,"Orange, CA"
9026881,"Garland, TX"
9026794,"Carrollton, TX"
9015344,"Westlake, OH"
9026275,"Oklahoma City, OK"
9026252,"Oklahoma City, OK"
9031070,"Harbor City, CA"
9030954,"Los Angeles, CA"
9030951,"Los Angeles, CA"
9031963,"San Francisco, CA"
9030972,"Los Angeles, CA"
9031067,"Artesia, CA"
9032904,"Hillsboro, OR"
9031188,"Van Nuys, CA"
9026807,"Frisco, TX"
9015312,"Cleveland, OH"
9027577,"Houston, TX"
9015321,"Beachwood, OH"
9031960,"San Francisco, CA"
9009746,"Durham, NC"
9032006,"Fremont, CA"
9031516,"Menifee, CA"
9026282,"Moore, OK"
9021497,"Hanover Park, IL"
9009749,"Durham, NC"
9026271,"Oklahoma City, OK"
9026938,"Dallas, TX"
9031564,"Mission Viejo, CA"
9031001,"Compton, CA"
9031945,"San Francisco, CA"
9031158,"Pacoima, CA"
9026929,"Dallas, TX"
9027191,"Arlington, TX"
9026166,"Edmond, OK"
9033494,"Lakewood, WA"
9026259,"Oklahoma City, OK"
9014917,"Amanda, OH"
9014931,"Groveport, OH"
9032105,"Mill Valley, CA"
9003557,"Roselle, NJ"
9012134,"Saint Petersburg, FL"
9004989,"Saratoga Springs, NY"
9026233,"Spencer, OK"
9031520,"Temecula, CA"
9027261,"Fort Worth, TX"
9016243,"Granger, IN"
9032072,"Oakland, CA"
9009934,"Matthews, NC"
9031962,"San Francisco, CA"
9031507,"Murrieta, CA"
9028008,"Cibolo, TX"
9033344,"Des Moines, WA"
9027218,"Godley, TX"
9028280,"Austin, TX"
9026260,"Oklahoma City, OK"
9026908,"Dallas, TX"
9031924,"Pacifica, CA"
9033303,"Lynnwood, WA"
9016239,"Elkhart, IN"
9027227,"Joshua, TX"
9032951,"Portland, OR"
9026223,"Norman, OK"
9032070,"Oakland, CA"
9033265,"Mill Creek, WA"
9026279,"Oklahoma City, OK"
9026283,"Oklahoma City, OK"
9033253,"Bellevue, WA"
9033478,"Tacoma, WA"
9026251,"Oklahoma City, OK"
9027693,"Humble, TX"
9033460,"Puyallup, WA"
9010670,"Fort Mill, SC"
9015703,"Cincinnati, OH"
9012391,"Dunedin, FL"
9033504,"Lakewood, WA"
9004668,"Mechanicville, NY"
9029678,"Centerville, UT"
9026811,"Garland, TX"
9010793,"Marietta, GA"
9007227,"Clifton Heights, PA"
9033256,"Bellevue, WA"
9012147,"Clearwater, FL"
9026281,"Oklahoma City, OK"
9027808,"Baytown, TX"
9004601,"Amsterdam, NY"
9033308,"Seattle, WA"
9027815,"Dayton, TX"
9026917,"Dallas, TX"
9033274,"Kent, WA"
9032066,"Oakland, CA"
9031944,"San Francisco, CA"
9032937,"Portland, OR"
9032015,"Lafayette, CA"
9032044,"San Ramon, CA"
9026257,"Oklahoma City, OK"
9031510,"Perris, CA"
9032933,"Portland, OR"
9032041,"San Leandro, CA"
9033254,"Bellevue, WA"
9031992,"Clayton, CA"
9026884,"Red Oak, TX"
9026839,"Richardson, TX"
9003500,"Montclair, NJ"
9191694,"Frisco, TX"
9026194,"El Reno, OK"
9014871,"Dublin, OH"
9005523,"Tonawanda, NY"
9027201,"Arlington, TX"
9031501,"Idyllwild, CA"
9031977,"Alameda, CA"
9012083,"Sun City Center, FL"
9014896,"Heath, OH"
9027723,"Conroe, TX"
9005532,"Buffalo, NY"
9031475,"San Bernardino, CA"
9031485,"Riverside, CA"
9014918,"Ashville, OH"
9031235,"Ontario, CA"
9026248,"Oklahoma City, OK"
9026916,"Dallas, TX"
9005561,"Niagara Falls, NY"
9028059,"San Antonio, TX"
9032946,"Portland, OR"
9014965,"Columbus, OH"
9026173,"Blanchard, OK"
9026269,"Oklahoma City, OK"
9026176,"Edmond, OK"
9026285,"Oklahoma City, OK"
9026255,"Oklahoma City, OK"
9026258,"Oklahoma City, OK"
9026261,"Oklahoma City, OK"
9026254,"Oklahoma City, OK"
9031160,"Sylmar, CA"
9031346,"San Diego, CA"
9031282,"Bonsall, CA"
9031349,"San Diego, CA"
9031352,"San Diego, CA"
9031351,"San Diego, CA"
9032528,"Sacramento, CA"
9032475,"Rancho Cordova, CA"
9003477,"East Orange, NJ"
9011984,"Weston, FL"
9011850,"Dania, FL"
9010929,"Atlanta, GA"
9033269,"Edmonds, WA"
9026837,"Lewisville, TX"
9031362,"San Diego, CA"
9031347,"San Diego, CA"
9031326,"San Diego, CA"
9031334,"San Diego, CA"
9031329,"San Diego, CA"
9031262,"Chula Vista, CA"
9031342,"Coronado, CA"
9031336,"San Diego, CA"
9031335,"San Diego, CA"
9031274,"Lemon Grove, CA"
9031357,"San Diego, CA"
9031339,"San Diego, CA"
9031333,"San Diego, CA"
9031259,"Bonita, CA"
9012031,"Jupiter, FL"
9012048,"Delray Beach, FL"
9012443,"Stuart, FL"
9012033,"Lake Worth, FL"
9012027,"Delray Beach, FL"
9011841,"Sebastian, FL"
9012431,"Port Saint Lucie, FL"
9012445,"Stuart, FL"
9012442,"Palm City, FL"
9012010,"Palm Beach Gardens, FL"
9011997,"Riviera Beach, FL"
9012017,"Boca Raton, FL"
9012007,"Wellington, FL"
9011842,"Vero Beach, FL"
9012046,"West Palm Beach, FL"
9012018,"Boca Raton, FL"
9012041,"Boynton Beach, FL"
9012049,"Boca Raton, FL"
9012437,"Fort Pierce, FL"
9011843,"Vero Beach, FL"
9012050,"Boca Raton, FL"
9012028,"Delray Beach, FL"
9012441,"Port Saint Lucie, FL"
9011846,"Vero Beach, FL"
9012428,"Fort Pierce, FL"
9012036,"Greenacres, FL"
9012005,"Riviera Beach, FL"
9011845,"Vero Beach, FL"
9012052,"Boca Raton, FL"
9012433,"Jensen Beach, FL"
9012015,"Boca Raton, FL"
9012008,"West Palm Beach, FL"
9012020,"Boynton Beach, FL"
9012003,"Palm Beach Gardens, FL"
9012425,"Fort Pierce, FL"
9011847,"Vero Beach, FL"
9012430,"Port Saint Lucie, FL"
9012045,"Jupiter, FL"
9012139,"Clearwater, FL"
9012004,"Royal Palm Beach, FL"
9014964,"Columbus, OH"
9014967,"Columbus, OH"
9014901,"Powell, OH"
9014978,"Columbus, OH"
9014987,"Columbus, OH"
9014930,"Grove City, OH"
9014979,"Columbus, OH"
9014946,"Pickerington, OH"
9014894,"New Albany, OH"
9014864,"Buckeye Lake, OH"
9014937,"Canal Winchester, OH"
9031176,"Woodland Hills, CA"
9031788,"Leona Valley, CA"
9031256,"Alhambra, CA"
9030957,"Los Angeles, CA"
9030932,"Los Angeles, CA"
9012056,"Brandon, FL"
9012062,"Dover, FL"
9029681,"Coalville, UT"
9012100,"Tampa, FL"
9012000,"West Palm Beach, FL"
9029703,"Layton, UT"
9029672,"American Fork, UT"
9029673,"Lehi, UT"
9029768,"Salt Lake City, UT"
9029711,"Morgan, UT"
9029759,"Salt Lake City, UT"
9029674,"Bingham Canyon, UT"
9029724,"Riverton, UT"
9029763,"Salt Lake City, UT"
9029738,"West Jordan, UT"
9029706,"Magna, UT"
9029679,"Clearfield, UT"
9029721,"Pleasant Grove, UT"
9029671,"American Fork, UT"
9029776,"West Valley City, UT"
9019692,"Minneapolis, MN"
9032053,"Walnut Creek, CA"
9026791,"Addison, TX"
9031048,"Whittier, CA"
9031214,"Covina, CA"
9012133,"Saint Petersburg, FL"
9032497,"Woodland, CA"
9031102,"Altadena, CA"
9032521,"Woodland, CA"
9031581,"Anaheim, CA"
9031044,"Torrance, CA"
9030100,"Glendale, AZ"
9031996,"Concord, CA"
9031577,"Anaheim, CA"
9012081,"Apollo Beach, FL"
9031114,"Pasadena, CA"
9015324,"Cleveland, OH"
9032538,"Sacramento, CA"
9032443,"Folsom, CA"
9031245,"San Dimas, CA"
9031907,"Daly City, CA"
9008192,"Alexandria, VA"
9032467,"Orangevale, CA"
9032516,"Roseville, CA"
9031120,"Pasadena, CA"
9032534,"Sacramento, CA"
9032437,"Elk Grove, CA"
9031575,"Tustin, CA"
9014984,"Columbus, OH"
9031069,"Bellflower, CA"
9027264,"Fort Worth, TX"
9031066,"Artesia, CA"
9033462,"Puyallup, WA"
9003687,"Freehold, NJ"
9033340,"Seattle, WA"
9017349,"Berrien Springs, MI"
9007179,"Doylestown, PA"
9033272,"Issaquah, WA"
9031988,"Brentwood, CA"
9032493,"West Sacramento, CA"
9032424,"Carmichael, CA"
9031549,"Newport Beach, CA"
9031117,"Pasadena, CA"
9032550,"Sacramento, CA"
9032465,"North Highlands, CA"
9008458,"Richmond, VA"
9031611,"Yorba Linda, CA"
9026821,"The Colony, TX"
9031184,"Panorama City, CA"
9032552,"Sacramento, CA"
9012387,"Tarpon Springs, FL"
9031931,"San Carlos, CA"
9032510,"Meadow Vista, CA"
9031003,"Culver City, CA"
9031064,"Santa Fe Springs, CA"
9031040,"Santa Monica, CA"
9030979,"Los Angeles, CA"
9027253,"Fort Worth, TX"
9031584,"Brea, CA"
9031167,"Burbank, CA"
9031097,"Long Beach, CA"
9026841,"Richardson, TX"
9027271,"Fort Worth, TX"
9030933,"Los Angeles, CA"
9031112,"Sunland, CA"
9031592,"Garden Grove, CA"
9032551,"Sacramento, CA"
9033270,"Issaquah, WA"
9033278,"Lynnwood, WA"
9032519,"El Dorado Hills, CA"
9032544,"Sacramento, CA"
9032543,"Sacramento, CA"
9031634,"Simi Valley, CA"
9032533,"Sacramento, CA"
9026801,"Flower Mound, TX"
9026798,"Coppell, TX"
9016330,"Roanoke, IN"
9032548,"Sacramento, CA"
9033266,"Enumclaw, WA"
9032547,"Sacramento, CA"
9032463,"Newcastle, CA"
9007243,"Glenside, PA"
9003507,"Passaic, NJ"
9032419,"Auburn, CA"
9032481,"Rocklin, CA"
9032482,"Roseville, CA"
9032541,"Sacramento, CA"
9033481,"Tacoma, WA"
9032055,"Walnut Creek, CA"
9031949,"San Francisco, CA"
9007309,"Philadelphia, PA"
9027304,"Keller, TX"
9027197,"Arlington, TX"
9033281,"Bellevue, WA"
9007223,"Cheltenham, PA"
9027284,"North Richland Hills, TX"
9032477,"Rio Linda, CA"
9032418,"Auburn, CA"
9032425,"Citrus Heights, CA"
9033283,"Covington, WA"
9032529,"Sacramento, CA"
9032518,"Elk Grove, CA"
9027255,"Fort Worth, TX"
9031953,"San Francisco, CA"
9032517,"Elk Grove, CA"
9032515,"Granite Bay, CA"
9014966,"Columbus, OH"
9031494,"Lake Elsinore, CA"
9027211,"Colleyville, TX"
9007245,"Ardmore, PA"
9010685,"Rock Hill, SC"
9003678,"Howell, NJ"
9003592,"Mahwah, NJ"
9026816,"Garland, TX"
9032532,"Sacramento, CA"
9032535,"Sacramento, CA"
9032539,"Sacramento, CA"
9032476,"Rescue, CA"
9032441,"Fair Oaks, CA"
9031211,"Chino, CA"
9008196,"Fredericksburg, VA"
9003478,"East Orange, NJ"
9003494,"Linden, NJ"
9013100,"Arrington, TN"
9009681,"Fuquay Varina, NC"
9031490,"Jurupa Valley, CA"
9009721,"Wendell, NC"
9003689,"Middletown, NJ"
9013144,"Murfreesboro, TN"
9009718,"Wake Forest, NC"
9031397,"Palm Springs, CA"
9031493,"Lake Elsinore, CA"
9003653,"Teaneck, NJ"
9003619,"South Hackensack, NJ"
9003505,"Orange, NJ"
9008162,"Arlington, VA"
9004055,"Highland Park, NJ"
9003539,"West New York, NJ"
9003755,"East Hanover, NJ"
9007555,"Manassas, VA"
9003498,"Montclair, NJ"
9031366,"Indio, CA"
9003578,"Hewitt, NJ"
9003543,"Newark, NJ"
9003546,"Newark, NJ"
9031367,"La Quinta, CA"
9003555,"Elizabeth, NJ"
9004025,"Hillsborough, NJ"
9004035,"Perth Amboy, NJ"
9003565,"Jersey City, NJ"
9009735,"Raleigh, NC"
9003934,"Jackson, NJ"
9004004,"Dunellen, NJ"
9003840,"Swedesboro, NJ"
9003583,"Mahwah, NJ"
9004028,"East Brunswick, NJ"
9009671,"Carrboro, NC"
9009710,"Rolesville, NC"
9003549,"Newark, NJ"
9003504,"Orange, NJ"
9003969,"Trenton, NJ"
9003784,"Burlington, NJ"
9031519,"Temecula, CA"
9004054,"Edison, NJ"
9003649,"Ridgefield Park, NJ"
9003964,"Trenton, NJ"
9003493,"Lincoln Park, NJ"
9004053,"Edison, NJ"
9031505,"Moreno Valley, CA"
9003607,"Paterson, NJ"
9003928,"Cranbury, NJ"
9010954,"Atlanta, GA"
9009723,"Youngsville, NC"
9003511,"Plainfield, NJ"
9004041,"Somerset, NJ"
9003472,"Clifton, NJ"
9031248,"Temple City, CA"
9009690,"Fuquay Varina, NC"
9009675,"Clayton, NC"
9010765,"Clarkston, GA"
9010777,"Cumming, GA"
9003761,"Morris Plains, NJ"
9031487,"Riverside, CA"
9003516,"Clark, NJ"
9003503,"North Bergen, NJ"
9003562,"Jersey City, NJ"
9031378,"Cathedral City, CA"
9003495,"Livingston, NJ"
9003723,"Hopatcong, NJ"
9010919,"Ellenwood, GA"
9009630,"Sanford, NC"
9007574,"Dulles, VA"
9007714,"Laurel, MD"
9010816,"Acworth, GA"
9010931,"Atlanta, GA"
9003646,"Paramus, NJ"
9003521,"Lyndhurst, NJ"
9003674,"Manalapan, NJ"
9003773,"Cherry Hill, NJ"
9007753,"Upper Marlboro, MD"
9004000,"Bridgewater, NJ"
9003496,"Maplewood, NJ"
9007739,"District Heights, MD"
9007754,"Upper Marlboro, MD"
9007567,"Purcellville, VA"
9008141,"Lorton, VA"
9007561,"Bristow, VA"
9009683,"Garner, NC"
9008272,"Strasburg, VA"
9007751,"Greenbelt, MD"
9003941,"Princeton, NJ"
9007770,"Bethesda, MD"
9013168,"Spring Hill, TN"
9008160,"Woodbridge, VA"
9008168,"Arlington, VA"
9007809,"Silver Spring, MD"
9028249,"Leander, TX"
9008165,"Arlington, VA"
9003686,"Long Branch, NJ"
9003807,"Willingboro, NJ"
9008154,"Vienna, VA"
9007713,"Lanham, MD"
9003976,"Brick, NJ"
9008257,"Front Royal, VA"
9007297,"Philadelphia, PA"
9027189,"Arlington, TX"
9010836,"Powder Springs, GA"
9008239,"Stafford, VA"
9009165,"Inwood, WV"
9003487,"Harrison, NJ"
9008159,"Woodbridge, VA"
9003533,"Union, NJ"
9007730,"Clinton, MD"
9008161,"Woodbridge, VA"
9007587,"Leesburg, VA"
9007735,"Capitol Heights, MD"
9007715,"Laurel, MD"
9008279,"Bealeton, VA"
9007746,"Suitland, MD"
9007760,"Hyattsville, MD"
9003970,"Trenton, NJ"
9029787,"Brigham City, UT"
9010790,"Marietta, GA"
9008167,"Arlington, VA"
9003929,"Cream Ridge, NJ"
9009731,"Raleigh, NC"
9009595,"Graham, NC"
9008166,"Arlington, VA"
9007781,"Rockville, MD"
9013074,"Antioch, TN"
9009657,"Angier, NC"
9012126,"St Pete Beach, FL"
